Store_Dept_Date,Weekly_Sales
3_97_2013-07-12,549.1766000000001
3_1_2013-07-19,6722.590699999997
3_2_2013-07-19,18714.24260000002
3_3_2013-07-19,6957.001300000001
3_4_2013-07-19,9195.441000000003
3_5_2013-07-19,12207.432099999995
3_6_2013-07-19,1755.2027999999993
3_7_2013-07-19,10380.342400000005
3_8_2013-07-19,8993.1526
3_9_2013-07-19,10687.247699999996
3_10_2013-07-19,13060.653500000004
3_11_2013-07-19,11834.421900000005
3_12_2013-07-19,2914.0633000000003
3_13_2013-07-19,12108.509700000002
3_14_2013-07-19,4664.3597
3_16_2013-07-19,9974.495599999995
3_17_2013-07-19,2364.3553
3_19_2013-07-19,1051.2998999999993
3_20_2013-07-19,2187.6884000000005
3_21_2013-07-19,1342.4458999999995
3_22_2013-07-19,3796.533300000001
3_23_2013-07-19,13517.131700000002
3_24_2013-07-19,2740.349199999999
3_25_2013-07-19,4662.564000000002
3_26_2013-07-19,2271.6582999999996
3_27_2013-07-19,536.2762
3_28_2013-07-19,105.72819999999993
3_29_2013-07-19,1332.129
3_30_2013-07-19,1570.9216000000004
3_31_2013-07-19,1010.2804999999992
3_32_2013-07-19,4342.155700000001
3_33_2013-07-19,3869.516500000002
3_34_2013-07-19,4269.833299999999
3_35_2013-07-19,925.5339000000006
3_36_2013-07-19,543.3124
3_38_2013-07-19,92878.1775
3_40_2013-07-19,19238.981600000003
3_41_2013-07-19,412.97510000000017
3_42_2013-07-19,5197.134899999997
3_44_2013-07-19,2264.303900000001
3_46_2013-07-19,6308.683699999999
3_49_2013-07-19,15.765400000000014
3_52_2013-07-19,968.653299999999
3_55_2013-07-19,7207.597899999997
3_56_2013-07-19,480.5968999999998
3_60_2013-07-19,137.144
3_67_2013-07-19,1595.5191
3_71_2013-07-19,1370.5276
3_72_2013-07-19,23697.022599999993
3_74_2013-07-19,3735.3163000000022
3_79_2013-07-19,7508.099399999998
3_80_2013-07-19,13.8598
3_81_2013-07-19,1853.5866999999996
3_82_2013-07-19,8003.270299999998
3_85_2013-07-19,806.4929999999997
3_87_2013-07-19,1292.4576000000009
3_90_2013-07-19,1755.5268999999992
3_91_2013-07-19,467.12710000000044
3_92_2013-07-19,9099.775400000002
3_94_2013-07-19,730.2575
3_95_2013-07-19,18979.253699999987
3_96_2013-07-19,4193.677200000005
3_97_2013-07-19,547.4074000000002
3_1_2013-07-26,6436.580200000001
3_2_2013-07-26,18755.830400000013
3_3_2013-07-26,6300.951800000002
3_4_2013-07-26,8708.679999999997
3_5_2013-07-26,11612.8705
3_6_2013-07-26,1494.1091999999992
3_7_2013-07-26,8630.853200000005
3_8_2013-07-26,8675.889899999996
3_9_2013-07-26,9023.5622
3_10_2013-07-26,12548.656900000002
3_11_2013-07-26,13198.722499999998
3_12_2013-07-26,2724.4922
3_13_2013-07-26,11794.3156
3_14_2013-07-26,4818.198299999998
3_16_2013-07-26,8500.266300000001
3_17_2013-07-26,2229.7951000000016
3_19_2013-07-26,912.6745999999999
3_20_2013-07-26,2049.1717
3_21_2013-07-26,1292.5505000000005
3_22_2013-07-26,3731.3660000000013
3_23_2013-07-26,14127.2455
3_24_2013-07-26,2859.0771999999997
3_25_2013-07-26,4788.186100000002
3_26_2013-07-26,1983.7249
3_27_2013-07-26,488.45129999999995
3_28_2013-07-26,85.13959999999993
3_29_2013-07-26,1338.7095999999997
3_30_2013-07-26,1585.3000000000002
3_31_2013-07-26,1040.787900000001
3_32_2013-07-26,3122.080299999999
3_33_2013-07-26,3257.1173000000003
3_34_2013-07-26,4220.568299999999
3_35_2013-07-26,912.9889000000002
3_36_2013-07-26,463.47409999999996
3_38_2013-07-26,84259.06390000001
3_40_2013-07-26,18597.991200000015
3_41_2013-07-26,360.3034
3_42_2013-07-26,4736.948399999999
3_44_2013-07-26,2178.805000000001
3_46_2013-07-26,5765.521000000001
3_49_2013-07-26,19.35360000000001
3_52_2013-07-26,966.2656999999995
3_55_2013-07-26,6022.638900000002
3_56_2013-07-26,602.8074999999998
3_59_2013-07-26,8.337300000000004
3_60_2013-07-26,125.99399999999996
3_67_2013-07-26,1318.2359000000004
3_71_2013-07-26,1350.0148999999997
3_72_2013-07-26,24602.40319999999
3_74_2013-07-26,3616.2785000000017
3_79_2013-07-26,7525.099799999996
3_80_2013-07-26,13.4149
3_81_2013-07-26,1870.1440000000002
3_82_2013-07-26,7756.273499999997
3_85_2013-07-26,687.2178000000002
3_87_2013-07-26,1151.9484000000002
3_90_2013-07-26,1800.8203999999992
3_91_2013-07-26,453.2381
3_92_2013-07-26,8697.285499999998
3_95_2013-07-26,19104.529199999994
3_96_2013-07-26,3794.9839999999995
3_97_2013-07-26,612.6261000000006
4_1_2012-11-02,54654.25559999996
4_2_2012-11-02,95312.87329999996
4_3_2012-11-02,13116.344000000001
4_4_2012-11-02,58894.52950000005
4_5_2012-11-02,48181.516099999986
4_6_2012-11-02,6141.476900000006
4_7_2012-11-02,50055.170300000005
4_8_2012-11-02,63919.72349999995
4_9_2012-11-02,35099.44449999999
4_10_2012-11-02,38466.67780000001
4_11_2012-11-02,26854.666699999987
4_12_2012-11-02,7924.7284
4_13_2012-11-02,76149.35619999997
4_14_2012-11-02,27839.7081
4_16_2012-11-02,5851.531199999998
4_17_2012-11-02,15486.458399999994
4_18_2012-11-02,23422.062499999967
4_19_2012-11-02,3354.864900000002
4_20_2012-11-02,8410.623599999997
4_21_2012-11-02,8726.979099999997
4_22_2012-11-02,19019.037999999997
4_23_2012-11-02,56967.11289999997
4_24_2012-11-02,11516.706100000001
4_25_2012-11-02,15788.70540000001
4_26_2012-11-02,22010.833699999996
4_27_2012-11-02,2890.495899999999
4_28_2012-11-02,1172.0649999999996
4_29_2012-11-02,10469.894099999998
4_30_2012-11-02,6272.315199999999
4_31_2012-11-02,3747.311199999999
4_32_2012-11-02,10960.200599999998
4_33_2012-11-02,12851.921499999999
4_34_2012-11-02,26706.3281
4_35_2012-11-02,4006.5817000000015
4_36_2012-11-02,3122.8266
4_37_2012-11-02,3756.3830999999996
4_38_2012-11-02,81815.73590000004
4_40_2012-11-02,80208.62620000001
4_41_2012-11-02,2232.2954
4_42_2012-11-02,10421.977899999996
4_44_2012-11-02,6793.871299999998
4_46_2012-11-02,36975.26340000001
4_48_2012-11-02,3765.3745999999996
4_49_2012-11-02,6619.641199999997
4_52_2012-11-02,4132.8918
4_54_2012-11-02,58.76160000000005
4_55_2012-11-02,18528.2646
4_56_2012-11-02,1200.2012999999988
4_58_2012-11-02,5512.9478
4_59_2012-11-02,598.4805000000002
4_60_2012-11-02,441.2309000000002
4_67_2012-11-02,10499.033599999999
4_71_2012-11-02,7787.147000000008
4_72_2012-11-02,90428.19389999997
4_74_2012-11-02,20061.773800000017
4_79_2012-11-02,54549.92359999999
4_80_2012-11-02,21000.554400000005
4_81_2012-11-02,31371.813999999995
4_82_2012-11-02,31721.313899999997
4_83_2012-11-02,9502.254900000005
4_85_2012-11-02,2146.5592000000006
4_87_2012-11-02,17462.926300000003
4_90_2012-11-02,94033.85500000004
4_91_2012-11-02,64697.20400000004
4_92_2012-11-02,100000.0
4_93_2012-11-02,73315.58699999998
4_94_2012-11-02,65316.01229999997
4_95_2012-11-02,99965.2146
4_96_2012-11-02,42958.1508
4_97_2012-11-02,39929.96779999999
4_98_2012-11-02,14964.490400000008
4_99_2012-11-02,139.51640000000003
4_1_2012-11-09,39373.34159999999
4_2_2012-11-09,97776.39660000005
4_3_2012-11-09,14634.298800000004
4_4_2012-11-09,58701.47220000005
4_5_2012-11-09,46215.88079999999
4_6_2012-11-09,6103.864600000005
4_7_2012-11-09,49216.10390000002
4_8_2012-11-09,62573.84760000002
4_9_2012-11-09,35845.199100000005
4_10_2012-11-09,40271.51749999999
4_11_2012-11-09,24256.29609999999
4_12_2012-11-09,7846.769700000001
4_13_2012-11-09,73969.49109999998
4_14_2012-11-09,26234.714500000002
4_16_2012-11-09,5837.530699999999
4_17_2012-11-09,15237.8661
4_18_2012-11-09,20750.412399999987
4_19_2012-11-09,3332.3425000000025
4_20_2012-11-09,8373.449599999998
4_21_2012-11-09,8469.649299999994
4_22_2012-11-09,18191.525699999987
4_23_2012-11-09,55535.30029999998
4_24_2012-11-09,10403.107499999998
4_25_2012-11-09,15209.597900000002
4_26_2012-11-09,23934.142799999976
4_27_2012-11-09,2786.377200000002
4_28_2012-11-09,1112.2977000000003
4_29_2012-11-09,10760.61099999999
4_30_2012-11-09,5901.251699999998
4_31_2012-11-09,3420.4777000000004
4_32_2012-11-09,11462.633199999997
4_33_2012-11-09,12643.824300000006
4_34_2012-11-09,27023.707700000006
4_35_2012-11-09,3875.4874
4_36_2012-11-09,2425.0228
4_37_2012-11-09,3821.413299999998
4_38_2012-11-09,79096.51839999994
4_40_2012-11-09,79394.11580000001
4_41_2012-11-09,2268.1392000000005
4_42_2012-11-09,10233.667900000002
4_44_2012-11-09,6425.469200000005
4_46_2012-11-09,37296.94980000002
4_48_2012-11-09,3412.7002999999995
4_49_2012-11-09,6295.3667000000005
4_52_2012-11-09,4405.0222
4_54_2012-11-09,81.92240000000005
4_55_2012-11-09,20504.840299999993
4_56_2012-11-09,1130.6934
4_58_2012-11-09,3623.715
4_59_2012-11-09,535.8065
4_60_2012-11-09,427.74019999999996
4_67_2012-11-09,10637.533800000001
4_71_2012-11-09,7450.666700000005
4_72_2012-11-09,86960.50170000004
4_74_2012-11-09,19800.56350000002
4_79_2012-11-09,55479.00159999997
4_80_2012-11-09,22077.276600000012
4_81_2012-11-09,33043.05990000001
4_82_2012-11-09,31855.756599999997
4_83_2012-11-09,9717.146300000004
4_85_2012-11-09,2224.239800000001
4_87_2012-11-09,17360.305600000007
4_90_2012-11-09,97467.67020000001
4_91_2012-11-09,69129.08399999997
4_92_2012-11-09,100000.0
4_93_2012-11-09,76700.96669999999
4_94_2012-11-09,67615.55269999996
4_95_2012-11-09,99980.0986
4_96_2012-11-09,41756.06899999998
4_97_2012-11-09,42300.985699999976
4_98_2012-11-09,15184.342300000008
4_99_2012-11-09,100.68260000000005
4_1_2012-11-16,37092.19269999999
4_2_2012-11-16,95747.83529999999
4_3_2012-11-16,13071.025
4_4_2012-11-16,61150.09980000006
4_5_2012-11-16,50596.82319999999
4_6_2012-11-16,4974.458299999997
4_7_2012-11-16,56492.65240000003
4_8_2012-11-16,64039.300600000046
4_9_2012-11-16,34280.24820000001
4_10_2012-11-16,37977.340100000016
4_11_2012-11-16,29285.573300000004
4_12_2012-11-16,7137.892799999994
4_13_2012-11-16,73234.98109999996
4_14_2012-11-16,33368.84509999998
4_16_2012-11-16,4923.155900000002
4_17_2012-11-16,16155.203299999996
4_18_2012-11-16,22310.591099999983
4_19_2012-11-16,3398.663899999999
4_20_2012-11-16,8045.024000000001
4_21_2012-11-16,8992.058399999994
4_22_2012-11-16,18057.29169999998
4_23_2012-11-16,57663.55029999996
4_24_2012-11-16,12528.0068
4_25_2012-11-16,16909.70469999999
4_26_2012-11-16,24000.008199999997
4_27_2012-11-16,3170.748299999999
4_28_2012-11-16,1215.7613999999994
4_29_2012-11-16,11051.592599999996
4_30_2012-11-16,5908.1956999999975
4_31_2012-11-16,3670.125200000001
4_32_2012-11-16,11981.514600000006
4_33_2012-11-16,13483.3486
4_34_2012-11-16,25276.755500000007
4_35_2012-11-16,4140.956400000002
4_36_2012-11-16,3287.478600000001
4_37_2012-11-16,3735.559600000001
4_38_2012-11-16,78787.34090000002
4_40_2012-11-16,80203.96490000004
4_41_2012-11-16,1673.6281
4_42_2012-11-16,10366.7855
4_44_2012-11-16,6148.831000000005
4_46_2012-11-16,37983.80069999998
4_48_2012-11-16,3147.8898
4_49_2012-11-16,6650.788799999998
4_52_2012-11-16,4609.2222
4_54_2012-11-16,45.709600000000044
4_55_2012-11-16,27880.20589999999
4_56_2012-11-16,1153.9815999999998
4_58_2012-11-16,4581.5223
4_59_2012-11-16,767.4371999999998
4_60_2012-11-16,408.04790000000025
4_67_2012-11-16,10534.947099999998
4_71_2012-11-16,7720.408900000007
4_72_2012-11-16,96217.19279999998
4_74_2012-11-16,19650.568300000017
4_79_2012-11-16,54396.60879999999
4_80_2012-11-16,22139.582200000008
4_81_2012-11-16,32767.2145
4_82_2012-11-16,32609.69399999998
4_83_2012-11-16,9546.107400000006
4_85_2012-11-16,2229.2210000000005
4_87_2012-11-16,15534.174600000002
4_90_2012-11-16,98700.74220000002
4_91_2012-11-16,68872.20810000002
4_92_2012-11-16,99986.9724
4_93_2012-11-16,78792.17990000003
4_94_2012-11-16,67649.80959999998
4_95_2012-11-16,100000.0
4_96_2012-11-16,42775.474899999994
4_97_2012-11-16,40820.89639999998
4_98_2012-11-16,17815.81980000001
4_1_2012-11-23,34649.19180000001
4_2_2012-11-23,95981.46869999997
4_3_2012-11-23,13242.74989999999
4_4_2012-11-23,67834.84079999998
4_5_2012-11-23,91499.15809999999
4_6_2012-11-23,27200.36440000001
4_7_2012-11-23,97709.62860000001
4_8_2012-11-23,63932.92030000001
4_9_2012-11-23,50169.84230000004
4_10_2012-11-23,43974.988900000004
4_11_2012-11-23,29904.791000000005
4_12_2012-11-23,7598.950099999998
4_13_2012-11-23,72828.64479999998
4_14_2012-11-23,60279.61970000003
4_16_2012-11-23,6755.8784000000005
4_17_2012-11-23,21883.472700000024
4_18_2012-11-23,40793.528000000006
4_19_2012-11-23,3395.4995
4_20_2012-11-23,9837.11310000001
4_21_2012-11-23,10672.993699999997
4_22_2012-11-23,30390.75939999997
4_23_2012-11-23,65655.98510000006
4_24_2012-11-23,17963.444599999984
4_25_2012-11-23,19630.65529999998
4_26_2012-11-23,28627.93050000002
4_27_2012-11-23,3303.6960999999988
4_28_2012-11-23,1240.4008000000003
4_29_2012-11-23,13788.256299999997
4_30_2012-11-23,6921.127600000003
4_31_2012-11-23,3700.682599999998
4_32_2012-11-23,15839.266799999998
4_33_2012-11-23,19226.534799999987
4_34_2012-11-23,33311.140900000006
4_35_2012-11-23,4304.264500000001
4_36_2012-11-23,3686.8096999999993
4_37_2012-11-23,3962.6984999999972
4_38_2012-11-23,70338.27970000004
4_40_2012-11-23,79936.58040000004
4_41_2012-11-23,2415.4914000000003
4_42_2012-11-23,10412.382900000004
4_44_2012-11-23,9102.461199999996
4_45_2012-11-23,20.75890000000002
4_46_2012-11-23,42883.47089999997
4_48_2012-11-23,5128.6516999999985
4_49_2012-11-23,5562.3426
4_52_2012-11-23,8372.009700000004
4_54_2012-11-23,61.52440000000005
4_55_2012-11-23,53502.54020000002
4_56_2012-11-23,1774.2932000000012
4_58_2012-11-23,4538.88
4_59_2012-11-23,1030.1553000000008
4_60_2012-11-23,338.17369999999994
4_67_2012-11-23,9577.785600000005
4_71_2012-11-23,10844.973100000003
4_72_2012-11-23,96598.754
4_74_2012-11-23,30695.376700000026
4_79_2012-11-23,55762.45420000001
4_80_2012-11-23,21998.168400000013
4_81_2012-11-23,32321.590299999974
4_82_2012-11-23,36425.510100000014
4_83_2012-11-23,9220.632500000003
4_85_2012-11-23,2183.8691
4_87_2012-11-23,16045.683599999997
4_90_2012-11-23,96685.60290000001
4_91_2012-11-23,68174.66530000001
4_92_2012-11-23,100000.0
4_93_2012-11-23,82774.58890000002
4_94_2012-11-23,73441.9484
4_95_2012-11-23,99755.4874
4_96_2012-11-23,49131.5334
4_97_2012-11-23,42309.32949999996
4_98_2012-11-23,23192.47920000001
4_99_2012-11-23,4998.8504
4_1_2012-11-30,56858.23450000001
4_2_2012-11-30,90910.27939999996
4_3_2012-11-30,12300.4638
4_4_2012-11-30,66362.30969999995
4_5_2012-11-30,53012.575600000026
4_6_2012-11-30,8879.699999999993
4_7_2012-11-30,77804.76729999999
4_8_2012-11-30,63704.24979999998
4_9_2012-11-30,49340.77430000003
4_10_2012-11-30,43209.48540000001
4_11_2012-11-30,29305.377599999993
4_12_2012-11-30,7186.530999999996
4_13_2012-11-30,72454.92319999998
4_14_2012-11-30,37286.31380000001
4_16_2012-11-30,5089.510200000001
4_17_2012-11-30,17488.520399999994
4_18_2012-11-30,38710.003099999994
4_19_2012-11-30,3108.3327999999997
4_20_2012-11-30,8564.539100000002
4_21_2012-11-30,9587.683500000003
4_22_2012-11-30,19839.112900000004
4_23_2012-11-30,61888.26030000003
4_24_2012-11-30,10366.533900000002
4_25_2012-11-30,17894.927999999996
4_26_2012-11-30,20506.770100000012
4_27_2012-11-30,3093.9561999999987
4_28_2012-11-30,1244.6144000000004
4_29_2012-11-30,12467.525899999997
4_30_2012-11-30,6920.771700000003
4_31_2012-11-30,3714.6736
4_32_2012-11-30,13551.774799999997
4_33_2012-11-30,14239.794100000006
4_34_2012-11-30,32498.7987
4_35_2012-11-30,4295.514800000002
4_36_2012-11-30,3232.6838000000016
4_37_2012-11-30,3732.4165999999987
4_38_2012-11-30,73811.59660000003
4_40_2012-11-30,77100.466
4_41_2012-11-30,1805.1793000000002
4_42_2012-11-30,10442.54
4_44_2012-11-30,9395.686099999999
4_46_2012-11-30,40715.74529999997
4_47_2012-11-30,-57.68770000000001
4_48_2012-11-30,3579.8385
4_49_2012-11-30,5875.3155
4_52_2012-11-30,6717.0995
4_54_2012-11-30,68.32680000000005
4_55_2012-11-30,32444.540100000027
4_56_2012-11-30,1145.5653999999997
4_58_2012-11-30,4679.735
4_59_2012-11-30,878.3427999999999
4_60_2012-11-30,386.49330000000026
4_67_2012-11-30,10325.730300000003
4_71_2012-11-30,8891.801900000006
4_72_2012-11-30,92119.73159999997
4_74_2012-11-30,22639.346700000027
4_79_2012-11-30,54779.13469999999
4_80_2012-11-30,21106.417600000015
4_81_2012-11-30,30783.470699999983
4_82_2012-11-30,35468.84560000002
4_83_2012-11-30,8772.070999999998
4_85_2012-11-30,2221.328800000001
4_87_2012-11-30,16073.048900000002
4_90_2012-11-30,89498.82510000002
4_91_2012-11-30,61688.33869999997
4_92_2012-11-30,99943.1873
4_93_2012-11-30,76686.48710000004
4_94_2012-11-30,72958.8476
4_95_2012-11-30,99665.04199999999
4_96_2012-11-30,48606.579799999985
4_97_2012-11-30,37737.95289999999
4_98_2012-11-30,17443.145000000015
4_99_2012-11-30,4491.8502
4_1_2012-12-07,39856.13329999998
4_2_2012-12-07,96971.81810000005
4_3_2012-12-07,15902.588899999995
4_4_2012-12-07,56686.345
4_5_2012-12-07,57314.37170000001
4_6_2012-12-07,7779.172500000002
4_7_2012-12-07,85321.73140000005
4_8_2012-12-07,63183.45099999999
4_9_2012-12-07,37389.31990000001
4_10_2012-12-07,39462.7653
4_11_2012-12-07,28955.304699999982
4_12_2012-12-07,7747.3856000000005
4_13_2012-12-07,76934.58149999997
4_14_2012-12-07,41798.23310000003
4_16_2012-12-07,5429.541499999999
4_17_2012-12-07,18258.26539999999
4_18_2012-12-07,69998.06770000003
4_19_2012-12-07,3465.490000000001
4_20_2012-12-07,8235.243000000002
4_21_2012-12-07,9401.377999999997
4_22_2012-12-07,20183.590499999995
4_23_2012-12-07,60558.65129999994
4_24_2012-12-07,15254.774699999987
4_25_2012-12-07,17653.928399999997
4_26_2012-12-07,24015.904499999993
4_27_2012-12-07,4534.9987999999985
4_28_2012-12-07,1205.1931999999997
4_29_2012-12-07,12089.287800000007
4_30_2012-12-07,5657.3489000000045
4_31_2012-12-07,5548.5218
4_32_2012-12-07,15585.242899999997
4_33_2012-12-07,14855.013499999992
4_34_2012-12-07,26792.824900000018
4_35_2012-12-07,4305.309500000002
4_36_2012-12-07,3618.3930000000005
4_37_2012-12-07,3694.8897000000015
4_38_2012-12-07,82522.3855
4_40_2012-12-07,81045.80660000005
4_41_2012-12-07,2902.722000000001
4_42_2012-12-07,10983.443299999995
4_44_2012-12-07,9086.891299999994
4_45_2012-12-07,20.968400000000024
4_46_2012-12-07,42136.9339
4_47_2012-12-07,19.1703
4_48_2012-12-07,3176.1872
4_49_2012-12-07,5840.479499999998
4_52_2012-12-07,5002.6825
4_54_2012-12-07,82.45200000000008
4_55_2012-12-07,21203.686599999997
4_56_2012-12-07,4233.8519000000015
4_58_2012-12-07,4001.3744
4_59_2012-12-07,3351.909000000001
4_60_2012-12-07,624.6009999999998
4_67_2012-12-07,14228.022099999987
4_71_2012-12-07,7421.299300000004
4_72_2012-12-07,90849.93879999997
4_74_2012-12-07,18968.460500000016
4_79_2012-12-07,54942.10200000002
4_80_2012-12-07,22025.64200000001
4_81_2012-12-07,32329.650900000004
4_82_2012-12-07,51412.88269999999
4_83_2012-12-07,9673.409599999999
4_85_2012-12-07,3914.7918000000004
4_87_2012-12-07,15880.6735
4_90_2012-12-07,97717.13160000002
4_91_2012-12-07,68152.56700000001
4_92_2012-12-07,99988.0967
4_93_2012-12-07,82104.93089999998
4_94_2012-12-07,66148.8194
4_95_2012-12-07,99916.2605
4_96_2012-12-07,42898.60250000003
4_97_2012-12-07,41682.27919999999
4_98_2012-12-07,14972.245099999998
4_99_2012-12-07,1868.0224000000003
4_1_2012-12-14,61350.31300000001
4_2_2012-12-14,95579.8549
4_3_2012-12-14,18957.8243
4_4_2012-12-14,56684.09839999997
4_5_2012-12-14,72370.16530000008
4_6_2012-12-14,11169.681299999998
4_7_2012-12-14,96460.03739999999
4_8_2012-12-14,63915.99299999999
4_9_2012-12-14,34093.49480000001
4_10_2012-12-14,38578.57480000002
4_11_2012-12-14,35159.665499999996
4_12_2012-12-14,6348.381299999999
4_13_2012-12-14,72657.20860000001
4_14_2012-12-14,41009.8855
4_16_2012-12-14,3864.2320000000013
4_17_2012-12-14,19903.3297
4_18_2012-12-14,50077.505000000034
4_19_2012-12-14,3915.7638999999976
4_20_2012-12-14,7974.1035999999995
4_21_2012-12-14,10441.907399999998
4_22_2012-12-14,22338.692600000002
4_23_2012-12-14,62269.48029999998
4_24_2012-12-14,15954.462699999998
4_25_2012-12-14,18211.521099999998
4_26_2012-12-14,24773.999900000006
4_27_2012-12-14,5366.2251000000015
4_28_2012-12-14,1197.8252999999997
4_29_2012-12-14,14281.507499999998
4_30_2012-12-14,5917.621200000003
4_31_2012-12-14,5300.6418
4_32_2012-12-14,20747.49610000001
4_33_2012-12-14,17259.243400000007
4_34_2012-12-14,25347.865799999996
4_35_2012-12-14,5006.8857
4_36_2012-12-14,3938.2000999999996
4_37_2012-12-14,3602.0423000000005
4_38_2012-12-14,77658.27980000003
4_40_2012-12-14,80353.5319
4_41_2012-12-14,1420.5618
4_42_2012-12-14,10296.851499999999
4_44_2012-12-14,8045.093799999999
4_46_2012-12-14,50869.4643
4_48_2012-12-14,3062.8978
4_49_2012-12-14,5878.430399999998
4_52_2012-12-14,4668.133100000001
4_55_2012-12-14,33916.543500000014
4_56_2012-12-14,1809.2525999999996
4_58_2012-12-14,3991.8644
4_59_2012-12-14,5078.595800000003
4_60_2012-12-14,660.6480000000007
4_67_2012-12-14,19690.00580000002
4_71_2012-12-14,8078.189600000005
4_72_2012-12-14,99551.75419999998
4_74_2012-12-14,19165.316000000013
4_79_2012-12-14,53550.672700000025
4_80_2012-12-14,21844.752500000013
4_81_2012-12-14,30231.71350000002
4_82_2012-12-14,54902.08530000001
4_83_2012-12-14,9515.777700000004
4_85_2012-12-14,4616.0005999999985
4_87_2012-12-14,15421.37849999999
4_90_2012-12-14,98293.05410000002
4_91_2012-12-14,68891.46840000004
4_92_2012-12-14,100000.0
4_93_2012-12-14,77542.97249999997
4_94_2012-12-14,64665.544599999994
4_95_2012-12-14,100000.0
4_96_2012-12-14,42472.85070000001
4_97_2012-12-14,40772.89570000001
4_98_2012-12-14,19283.490999999995
4_99_2012-12-14,1160.9453999999996
4_1_2012-12-21,70246.25020000001
4_2_2012-12-21,97631.4228
4_3_2012-12-21,21506.964500000002
4_4_2012-12-21,61043.217399999994
4_5_2012-12-21,82071.6334
4_6_2012-12-21,24000.03189999999
4_7_2012-12-21,98270.42940000001
4_8_2012-12-21,68290.04050000002
4_9_2012-12-21,38930.658400000015
4_10_2012-12-21,41742.71870000002
4_11_2012-12-21,34539.74549999997
4_12_2012-12-21,6046.242699999995
4_13_2012-12-21,70721.01409999999
4_14_2012-12-21,44104.92529999998
4_16_2012-12-21,3929.1444000000006
4_17_2012-12-21,24479.007399999988
4_18_2012-12-21,37272.51100000001
4_19_2012-12-21,3972.705299999997
4_20_2012-12-21,8608.179699999997
4_21_2012-12-21,11861.087599999997
4_22_2012-12-21,26345.03620000001
4_23_2012-12-21,76696.5654
4_24_2012-12-21,19135.119899999983
4_25_2012-12-21,20869.3379
4_26_2012-12-21,25115.097400000006
4_27_2012-12-21,7036.386799999997
4_28_2012-12-21,1306.3107000000007
4_29_2012-12-21,19740.881699999987
4_30_2012-12-21,6956.2016
4_31_2012-12-21,7753.1337
4_32_2012-12-21,50341.290900000036
4_33_2012-12-21,22823.730799999987
4_34_2012-12-21,28047.419099999992
4_35_2012-12-21,5716.032899999998
4_36_2012-12-21,4810.990599999999
4_37_2012-12-21,3831.887699999999
4_38_2012-12-21,75844.36140000004
4_40_2012-12-21,81285.99690000003
4_41_2012-12-21,1530.7124000000001
4_42_2012-12-21,10303.394700000006
4_44_2012-12-21,8586.508699999998
4_46_2012-12-21,69763.3808999999
4_48_2012-12-21,4209.2164999999995
4_49_2012-12-21,6253.1907999999985
4_52_2012-12-21,4645.140800000001
4_54_2012-12-21,60.653600000000054
4_55_2012-12-21,27393.81750000002
4_56_2012-12-21,1129.9996999999996
4_58_2012-12-21,4674.412
4_59_2012-12-21,10943.381099999993
4_60_2012-12-21,623.1240000000003
4_67_2012-12-21,23673.688400000006
4_71_2012-12-21,9088.210700000005
4_72_2012-12-21,96650.29200000002
4_74_2012-12-21,20457.829400000002
4_79_2012-12-21,54832.110000000015
4_80_2012-12-21,22804.883100000014
4_81_2012-12-21,31566.062599999997
4_82_2012-12-21,72781.75940000005
4_83_2012-12-21,9407.891500000003
4_85_2012-12-21,4876.005100000005
4_87_2012-12-21,15894.841399999998
4_90_2012-12-21,97873.71200000004
4_91_2012-12-21,68900.89999999998
4_92_2012-12-21,100000.0
4_93_2012-12-21,80079.76800000007
4_94_2012-12-21,68627.15440000006
4_95_2012-12-21,99947.82190000001
4_96_2012-12-21,44953.37659999999
4_97_2012-12-21,41545.70289999999
4_98_2012-12-21,22406.09579999999
4_99_2012-12-21,470.70200000000006
4_1_2012-12-28,25923.34859999999
4_2_2012-12-28,89870.47899999996
4_3_2012-12-28,13014.380799999992
4_4_2012-12-28,59763.05289999999
4_5_2012-12-28,85090.86449999997
4_6_2012-12-28,25558.586600000002
4_7_2012-12-28,64062.546700000006
4_8_2012-12-28,60148.79459999994
4_9_2012-12-28,33068.4615
4_10_2012-12-28,36482.81700000003
4_11_2012-12-28,29655.766500000012
4_12_2012-12-28,5511.3667
4_13_2012-12-28,69029.15849999998
4_14_2012-12-28,65080.375600000036
4_16_2012-12-28,3933.9040999999997
4_17_2012-12-28,17716.4281
4_18_2012-12-28,26951.206399999974
4_19_2012-12-28,2825.0229
4_20_2012-12-28,8257.678299999992
4_21_2012-12-28,8421.424500000001
4_22_2012-12-28,29223.164699999998
4_23_2012-12-28,49011.79339999999
4_24_2012-12-28,20316.030799999986
4_25_2012-12-28,16886.358900000007
4_26_2012-12-28,26948.87340000001
4_27_2012-12-28,3501.082999999997
4_28_2012-12-28,1168.845600000001
4_29_2012-12-28,11589.34190000001
4_30_2012-12-28,6385.059399999999
4_31_2012-12-28,2943.0497999999993
4_32_2012-12-28,14501.672599999996
4_33_2012-12-28,7061.6399999999985
4_34_2012-12-28,27524.02239999998
4_35_2012-12-28,4529.524900000003
4_36_2012-12-28,3950.594000000003
4_37_2012-12-28,3528.9537000000005
4_38_2012-12-28,70860.55610000005
4_40_2012-12-28,74768.3481
4_41_2012-12-28,1376.7979000000007
4_42_2012-12-28,9595.509999999995
4_44_2012-12-28,6855.9866999999995
